"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","24","45","4","1","129.548920","0","274"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","24","45","10","1","136.935944","0","256"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","24","45","5","1","130.929047","0","270"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","24","45","5","1","138.824234","0","271"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","24","45","5","1","165.926163","0","299"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","24","45","5","1","167.117538","0","268"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","24","45","5","1","163.448273","0","343"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","24","45","5","1","152.550156","0","268"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","24","45","5","1","149.382980","0","270"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","24","10","10","1","42.347534","0","15"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","24","45","5","1","148.459686","0","270"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","24","45","1","1","167.249969","0","274"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","24","45","2","1","134.659286","0","352"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","24","32","9","1","96.950203","0","112"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","24","45","7","1","171.757797","0","306"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","24","45","2","1","135.222336","0","264"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","24","45","2","1","155.968246","0","280"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","24","45","7","1","167.713409","0","290"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","24","45","4","1","174.493866","0","308"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","24","6","6","1","9.489318","0","7"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","24","8","8","1","12.633769","0","8"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","24","12","3","1","23.869648","0","30"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","24","6","6","1","8.106801","0","6"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","24","2","4","2","8.729886","0","2"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","24","45","9","1","152.255035","0","233"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","24","45","10","1","141.053925","0","180"
"/Game/PN_OpenWorldFoliage/UE4_ThirdPerson/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","24","44","6","1","100.699059","0","277"
"/Game/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Imposter.MA_Imposter","24","208","113","3","1154.165283","0","2818"
"/Game/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Winter.MA_Winter","24","1040","246","12","7771.950195","0","15511"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","24","45","96","3","165.706070","0","271"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","24","45","8","1","160.004868","0","245"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","24","45","10","1","179.831024","0","230"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","24","45","6","1","129.381516","0","311"
"/Game/CustomAssets/Group15825Mat.Group15825Mat","24","15","15","1","54.984112","0","25"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","24","45","4","1","176.889160","0","421"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","24","60","7","1","189.285812","0","495"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","24","135","8","1","276.527710","0","2026"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","24","2","2","1","4.069914","0","2"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","24","0","2","1","0.000000","0","0"
"/Game/M5VFXVOL2/Demo/Materials/20M.20M","24","2","2","1","3.928053","0","2"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","24","12","12","1","24.505072","0","16"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","24","8","8","1","10.735548","0","8"
"/Game/M5VFXVOL2/Materials/Master/Single_Disort_Mat.Single_Disort_Mat","24","50","7","1","94.012604","0","334"
"/Game/M5VFXVOL2/Materials/Font/Font_mat_Fix.Font_mat_Fix","24","0","22","1","0.000000","0","0"
"/Game/M5VFXVOL2/Materials/Master/blackbody_exp_Mat.blackbody_exp_Mat","24","30","9","1","65.956696","0","135"
"/Game/M5VFXVOL2/Materials/Master/LightColor_Mat.LightColor_Mat","24","0","2","1","0.000000","0","0"
"/Game/M5VFXVOL2/Materials/Master/Gradient_Mat.Gradient_Mat","24","0","30","1","0.000000","0","0"
"/Game/M5VFXVOL2/Materials/Master/Debris_Mat.Debris_Mat","24","20","10","1","61.063416","0","57"
"/Game/M5VFXVOL2/Demo/Materials/BG_Grid_Mat.BG_Grid_Mat","24","105","7","1","280.706665","0","1429"
"/Game/M5VFXVOL2/Materials/Master/0_DotCircle_Mat.0_DotCircle_Mat","24","6","6","1","15.948520","0","6"
"/Game/CustomAssets/Group1799_MashalMat.Group1799_MashalMat","24","0","15","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","24","0","45","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","24","0","6","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","24","0","8","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","24","15","1","1","81.801361","0","53"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","24","0","52","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","24","15","5","1","40.841866","0","40"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","24","0","45","1","0.000000","0","0"
"/Game/CustomAssets/Group63307Mat.Group63307Mat","24","0","15","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","24","45","4","1","170.309174","0","314"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","24","45","9","1","127.077423","0","308"
"/Game/WeatherEffects/Rain/Rain_M.Rain_M","24","6","6","1","7.700582","0","11"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","24","0","63","1","0.000000","0","0"
"/Game/VRTemplate/Materials/M_Projectile.M_Projectile","24","15","8","1","36.108803","0","52"
"/Game/M5VFXVOL2/Materials/Master/Distortion_Mat.Distortion_Mat","24","12","12","1","25.030462","0","14"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","24","0","44","1","0.000000","0","0"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","24","45","6","1","152.715714","0","264"
"/Game/M5VFXVOL2/Materials/Master/Single_Disort_W_Mat.Single_Disort_W_Mat","24","0","50","1","0.000000","0","0"
"/Game/PN_interactiveSpruceForest/UE4_Mannequin/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","24","0","44","1","0.000000","0","44"
"/Game/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_GroundWinter.MA_GroundWinter","24","0","51","1","0.000000","0","0"
"/Game/M5VFXVOL2/Materials/Master/Smoke1_Mat.Smoke1_Mat","24","40","9","1","99.735657","0","224"
"/Game/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_GroundSummer.MA_GroundSummer","24","0","51","1","0.000000","0","0"
"/Game/M5VFXVOL2/Materials/Master/Smoke_blend_Mat.Smoke_blend_Mat","24","0","30","1","0.000000","0","0"
"/Game/VRTemplate/Materials/DefaultRibbonMaterial_NoGradient.DefaultRibbonMaterial_NoGradient","24","0","12","1","0.000000","0","0"
